Date,Highest Monthly Outdoor Tempreture,Lowest Monthly Outdoor Tempreture,Average Monthly Tempreture,Natural Gas Consumtion[m3],Global Warming Potential [kg CO2 eq],Acidification Potential [kg SO2 eq,HH Particulate [kg PM2.5 eq],Eutrophication Potential [kg N eq],Ozone Depletion Potential [kg CFC-11 eq],Smog Potential [kg O3 eq],Payable_Amount[IRR],Payable_Amount[USD],Month,Year,Season
2022-06-30,44.0,21.0,34.0,26,62.437286858416606,0.5355545951817644,0.03194392669362521,0.005260924793086694,2.5098527888299733e-11,1.345034039732353,0,0.0,6,2022,Summer
2022-08-04,43.0,19.0,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,2022,Summer
2022-09-15,41.0,20.0,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,2022,Fall
2013-11-24,29.449941792782305,5.963329452852154,17.80093131548312,1143,2744.8391876603914,23.543803934336793,1.40430416195437,0.23127834763454197,1.1033698990894845e-09,59.12976566977229,341244,8.124857142857143,11,2013,Fall
2014-01-15,18.0,-4.0,5.0,2039,4896.524150165825,41.99983921444683,2.5051410203193,0.41257790973476033,1.9683037832401213e-09,105.48170796208723,611702,14.564333333333334,1,2014,Winter
2014-09-20,40.0,16.0,29.0,2202,5287.957910085898,45.35735456116327,2.7054048684370273,0.44555986132218844,2.1256522465398467e-09,113.91403674964006,827149,19.69402380952381,9,2014,Fall
2014-12-09,20.0,-2.0,7.0,981,2355.806861850257,20.206886841281186,1.205268926401782,0.1984987393083864,9.46986763785463e-10,50.74916896067071,774898,18.449952380952382,12,2014,Winter
2015-02-16,18.0,-2.0,9.0,2804,6733.621244269237,57.7575032649872,3.445029632650965,0.5673705046082727,2.706779699953556e-09,145.05674797728915,2257220,53.74333333333333,2,2015,Winter
2015-09-05,30.0,14.0,27.0,910,2185.305040044581,18.74441083136175,1.1180374342768824,0.1841323677580343,8.784484760904906e-10,47.07619139063236,787741,18.755738095238094,9,2015,Fall
2016-01-18,18.0,-4.0,7.0,2039,4896.524150165825,41.99983921444683,2.5051410203193,0.41257790973476033,1.9683037832401213e-09,105.48170796208723,1887829,44.94830952380952,1,2016,Winter
2016-02-27,24.0,-3.0,11.0,1074,2579.1402340745935,22.122524431739034,1.3195298949597492,0.21731666260673496,1.0367622673859197e-09,55.56025225663643,994524,23.679142857142857,2,2016,Winter
2016-04-23,35.0,4.0,20.0,1540,3698.208529306214,31.72131063768912,1.892063350314724,0.31160862235975034,1.4866051133839072e-09,79.66740081491629,142604,3.3953333333333333,4,2016,Spring
2016-06-01,42.0,20.0,31.0,2,4.8028682198782,0.04119650732167418,0.0024572251302788623,0.0004046865225451303,1.9306559914076718e-12,0.1034641569024887,1852,0.0440952380952381,6,2016,Summer
2016-09-28,41.0,15.0,28.0,1,2.4014341099391,0.02059825366083709,0.0012286125651394311,0.00020234326127256514,9.653279957038359e-13,0.05173207845124435,946,0.022523809523809522,9,2016,Fall
2016-11-02,30.0,-9.0,10.0,1,2.4014341099391,0.02059825366083709,0.0012286125651394311,0.00020234326127256514,9.653279957038359e-13,0.05173207845124435,926,0.02204761904761905,11,2016,Fall
2016-12-10,19.0,-4.0,6.0,473,1135.8783340011944,9.742973981575943,0.5811337433109509,0.0957083625819233,4.566001419679144e-10,24.46927310743858,437998,10.42852380952381,12,2016,Winter
2017-01-22,15.0,-2.0,6.0,1532,3678.9970564267014,31.556524608402423,1.8822344497936085,0.3099898762695698,1.4788824894182766e-09,79.25354418730635,1418632,33.77695238095238,1,2017,Winter
2017-03-01,25.0,3.0,13.0,1126,2704.014807791427,23.193633622102563,1.3834177483469994,0.22783851219290835,1.0869593231625191e-09,58.25032033610113,1042676,24.825619047619046,3,2017,Spring
2017-04-12,33.0,5.0,20.0,201,482.6882560977591,4.140248985828255,0.24695112559302565,0.040670995515785596,1.9403092713647102e-10,10.398147768700113,186126,4.431571428571429,4,2017,Spring
2017-05-15,39.0,15.0,27.0,1,2.4014341099391,0.02059825366083709,0.0012286125651394311,0.00020234326127256514,9.653279957038359e-13,0.05173207845124435,926,0.02204761904761905,5,2017,Spring
2017-07-02,43.0,22.0,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,2017,Summer
2017-07-30,43.0,22.0,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,2017,Summer
2017-09-11,40.0,15.0,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,2017,Fall
2017-10-10,35.0,9.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10,2017,Fall
2017-12-29,22.0,-4.0,8.0,1049,2519.104381326116,21.60756809021811,1.2888145808312632,0.21225808107492083,1.012629067493324e-09,54.26695029535532,971374,23.12795238095238,12,2017,Winter
2018-01-30,17.0,-8.0,6.0,850,2041.218993448235,17.508515611711527,1.0443206803685166,0.17199177208168037,8.205287963482605e-10,43.9722666835577,787100,18.74047619047619,1,2018,Winter
2018-03-07,34.0,6.0,19.0,655,1572.9393420101105,13.491856147848294,0.8047412301663274,0.13253483613353018,6.322898371860125e-10,33.88451138556505,606530,14.441190476190476,3,2018,Spring
2018-04-25,29.0,4.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2018,Spring
2018-07-17,45.0,24.0,35.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,2018,Summer
2018-08-29,44.0,23.0,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,2018,Summer
2018-10-09,35.0,9.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10,2018,Fall
2018-12-25,20.0,-2.0,9.0,577,1385.6274814348608,11.885192362303002,0.7089094500854518,0.1167520617542701,5.569942535211133e-10,29.84940926636799,614448,14.629714285714286,12,2018,Winter
2019-01-31,19.0,-4.0,6.0,772,1853.9071328729854,15.901851826166233,0.9484889002876409,0.1562089977024203,7.452332126833613e-10,39.937164564360636,768940,18.308095238095238,1,2019,Winter
2019-03-13,22.0,2.0,12.0,621,1491.2905822721812,12.791515523379832,0.7629684029515867,0.12565516525026296,5.994686853320821e-10,32.12562071822274,634959,15.118071428571428,3,2019,Spring
2019-07-16,45.0,25.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,2019,Summer
2019-08-14,45.0,22.0,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,2019,Summer
2019-09-25,40.0,18.0,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,2019,Fall
2019-10-30,34.0,10.0,20.0,52,124.87457371683321,1.0711091903635288,0.06388785338725042,0.010521849586173387,5.0197055776599466e-11,2.690068079464706,55375,1.318452380952381,10,2019,Fall
2019-12-08,20.0,0.0,8.0,525,1260.7529077180275,10.814083171939473,0.6450215966982014,0.10623021216809671,5.067971977445139e-10,27.159341186903283,543141,12.931928571428571,12,2019,Winter
2020-01-11,17.0,-1.0,5.0,788,1892.3300786320108,16.231423884739627,0.9681467013298718,0.15944648988278134,7.606784606146227e-10,40.76487781958055,779372,18.55647619047619,1,2020,Winter
2020-02-10,24.0,-6.0,9.0,1015,2437.4556215881867,20.907227465749646,1.2470417536165226,0.20537841019165362,9.798079156393935e-10,52.508059628013015,983729,23.42211904761905,2,2020,Winter
2020-04-04,32.0,6.0,17.0,148,355.4122482709868,3.0485415418038895,0.1818346596406358,0.029946802668339642,1.428685433641677e-10,7.656347610784164,157605,3.7525,4,2020,Spring
2020-05-26,40.0,11.0,27.0,641,1539.3192644709632,13.203480596596576,0.7875406542543754,0.12970203047571427,6.187752452461588e-10,33.160262287247626,669554,15.941761904761904,5,2020,Spring
2020-07-06,44.0,24.0,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,2020,Summer
2020-08-09,43.0,21.0,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,2020,Summer
2020-09-16,38.0,13.0,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,2020,Fall
2020-10-21,32.0,8.0,19.0,3,7.204302329817301,0.06179476098251127,0.0036858376954182932,0.0006070297838176955,2.8959839871115077e-12,0.15519623535373306,3195,0.07607142857142857,10,2020,Fall
2020-12-06,14.0,-4.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12,2020,Winter
2021-01-06,18.0,-4.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,2021,Winter
2021-02-16,25.0,1.0,11.0,325,780.4660857302075,6.694432439772054,0.39929908367031514,0.06576155991358368,3.137315986037467e-10,16.81292549665441,346093,8.240309523809524,2,2021,Winter
2021-04-06,36.0,10.0,24.0,151,362.6165506008041,3.1103363027864006,0.1855204973360541,0.030553832452157335,1.457645273512792e-10,7.811543846137897,160800,3.8285714285714287,4,2021,Spring
2021-05-24,41.0,16.0,27.0,300,720.43023298173,6.179476098251127,0.36858376954182936,0.060702978381769544,2.895983987111508e-10,15.519623535373304,319470,7.606428571428571,5,2021,Spring
2021-07-03,46.0,25.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,2021,Summer
2022-04-16,34.0,11.0,23.0,3635,8729.21298962863,74.87465205714282,4.466006674281832,0.7355177547257743,3.5089672643834434e-09,188.0461051702732,3627129,86.36021428571429,4,2022,Spring
2022-09-13,41.0,20.0,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,2022,Fall
2013-04-27,29.449941792782305,5.963329452852154,17.80093131548312,514,1234.3371325086976,10.587502381670264,0.6315068584816677,0.10400443629409849,4.961785897917716e-10,26.590288323939596,308400,7.3428571428571425,4,2013,Spring
2014-05-10,37.0,14.0,26.0,8263,19843.050050426784,170.20336999949689,10.15202562574712,1.6719623678952058,7.976505228500796e-09,427.46216424263207,2590931,61.688833333333335,5,2014,Spring
2014-11-18,19.0,1.0,10.0,220,528.315504186602,4.53161580538416,0.27029476433067484,0.04451551747996433,2.123721590548439e-10,11.381057259273756,114377,2.723261904761905,11,2014,Fall
2015-01-28,18.0,-3.0,7.0,3286,7891.112485259883,67.68586152951067,4.037220889048171,0.664899956541649,3.172067793882805e-09,169.99160979078894,2645230,62.98166666666667,1,2015,Winter
2015-02-03,18.0,-2.0,9.0,198,475.48395376794184,4.078454224845744,0.24326528789760737,0.040063965731967896,1.911349431493595e-10,10.24295153334638,159390,3.795,2,2015,Winter
2015-03-17,25.0,0.0,13.0,1476,3544.516746270112,30.403022403395546,1.8134321461458003,0.2986586536383061,1.4248241216588617e-09,76.35654779403666,1188180,28.29,3,2015,Spring
2015-04-20,34.0,10.0,22.0,5,12.0071705496955,0.10299126830418545,0.006143062825697156,0.0010117163063628257,4.8266399785191794e-12,0.2586603922562217,4026,0.09585714285714286,4,2015,Spring
2015-05-26,38.0,14.0,28.0,8,19.2114728795128,0.16478602928669672,0.00982890052111545,0.0016187460901805212,7.722623965630687e-12,0.4138566276099548,6440,0.15333333333333332,5,2015,Spring
2015-10-03,35.0,10.0,22.0,17,40.824379868964705,0.35017031223423056,0.02088641360737033,0.0034398354416336073,1.641057592696521e-11,0.879445333671154,15721,0.3743095238095238,10,2015,Fall
2015-11-18,20.0,0.0,11.0,686,1647.3837994182227,14.130402011334244,0.8428282196856498,0.13880747723297968,6.622150050528314e-10,35.48820581755362,635079,15.120928571428571,11,2015,Fall
2015-12-30,18.0,-3.0,5.0,2077,4987.778646343511,42.782572853558634,2.5518282977945983,0.4202669536631178,2.004986247076867e-09,107.44752694323451,1923302,45.792904761904765,12,2015,Winter
2016-04-03,35.0,4.0,20.0,3004,7213.908066257057,61.87715399715462,3.690752145678851,0.6078391568627857,2.899845299094323e-09,155.40316366753802,2781704,66.23104761904762,4,2016,Spring
2016-08-04,42.0,20.0,31.0,278,667.5986825630698,5.726314517712711,0.34155429310876184,0.05625142663377311,2.683611828056664e-10,14.38151780944593,257428,6.129238095238096,8,2016,Summer
2016-09-11,41.0,15.0,28.0,8,19.2114728795128,0.16478602928669672,0.00982890052111545,0.0016187460901805212,7.722623965630687e-12,0.4138566276099548,7408,0.1763809523809524,9,2016,Fall
2016-10-18,31.0,10.0,20.0,13,31.218643429208303,0.2677772975908822,0.015971963346812605,0.002630462396543347,1.2549263944149867e-11,0.6725170198661765,12038,0.2866190476190476,10,2016,Fall
2017-07-26,43.0,22.0,33.0,5675,13628.138573904393,116.89508952525048,6.972376307166272,1.1482980077218072,5.478236375619269e-09,293.57954521081166,5255051,125.1202619047619,7,2017,Summer
2017-09-26,40.0,15.0,27.0,6,14.408604659634602,0.12358952196502254,0.0073716753908365865,0.001214059567635391,5.791967974223015e-12,0.3103924707074661,5556,0.13228571428571428,9,2017,Fall
2017-12-17,22.0,-4.0,8.0,1220,2929.749614125702,25.12986946622125,1.498907329470106,0.24685877875252948,1.1777001547586797e-09,63.11313571051811,1129720,26.898095238095237,12,2017,Winter
2018-01-27,17.0,-8.0,6.0,2343,5626.560119587311,48.2617083273413,2.878639240121687,0.4740902611616201,2.2617634939340874e-09,121.2082598112655,2169618,51.65757142857143,1,2018,Winter
2018-02-24,22.0,-1.0,10.0,1665,3998.387793048602,34.29609234529376,2.0456399209571527,0.33690153001882095,1.6072711128468868e-09,86.13391062132185,1541790,36.70928571428571,2,2018,Winter
2018-04-15,29.0,4.0,18.0,1157,2778.459265199539,23.832179485588515,1.421504737866322,0.23411115329235788,1.116884491029338e-09,59.85401476808971,1071382,25.509095238095238,4,2018,Spring
2018-07-04,45.0,24.0,35.0,1448,3477.276591191817,29.826271300892106,1.7790309943218963,0.2929930423226743,1.3977949377791543e-09,74.90804959740181,10340848,246.21066666666667,7,2018,Summer
2018-08-15,44.0,23.0,34.0,467,1121.4697293415597,9.619384459610922,0.5737620679201143,0.09449430301428792,4.5080817399369136e-10,24.158880636731112,497308,11.840666666666667,8,2018,Summer
2018-09-25,40.0,17.0,28.0,32,76.8458915180512,0.6591441171467869,0.0393156020844618,0.006474984360722085,3.089049586252275e-11,1.6554265104398191,34077,0.8113571428571429,9,2018,Fall
2018-11-10,22.0,3.0,12.0,1703,4089.6422892262876,35.07882598440556,2.0923271984324514,0.34459057394717846,1.6439535766836325e-09,88.09972960246913,1682009,40.04783333333334,11,2018,Fall
2018-12-10,20.0,-2.0,9.0,775,1861.1114352028026,15.963646587148745,0.9521747379830592,0.156816027486238,7.481291966704729e-10,40.09236079971437,786149,18.717833333333335,12,2018,Winter
2019-01-19,19.0,-4.0,6.0,2353,5650.574460686703,48.46769086394967,2.8909253657730813,0.47611369377434576,2.2714167738911257e-09,121.72558059577796,2270210,54.05261904761905,1,2019,Winter
2019-02-24,20.0,-1.0,9.0,1983,4762.043840009235,40.84633700943995,2.436338716671492,0.4012466871034967,1.9142454154807065e-09,102.58471156881754,1918456,45.67752380952381,2,2019,Winter
2019-04-08,33.0,7.0,18.0,718,1724.229690936274,14.789546128481032,0.8821438217701115,0.14528246159370178,6.931055009153541e-10,37.143632327993444,763049,18.167833333333334,4,2019,Spring
2019-05-13,38.0,16.0,27.0,44,105.6631008373204,0.906323161076832,0.05405895286613497,0.008903103495992866,4.247443181096878e-11,2.2762114518547514,46856,1.1156190476190475,5,2019,Spring
2019-06-25,44.0,19.0,33.0,14,33.6200775391474,0.28837555125171926,0.017200575911952037,0.002832805657815912,1.3514591939853702e-11,0.7242490983174209,14909,0.3549761904761905,6,2019,Summer
2019-07-31,45.0,25.0,36.0,56,134.4803101565896,1.153502205006877,0.06880230364780815,0.011331222631263647,5.405836775941481e-11,2.8969963932696836,59634,1.419857142857143,7,2019,Summer
2019-09-14,40.0,18.0,29.0,41,98.4587985075031,0.8445284000943207,0.05037311517071668,0.00829607371217517,3.957844782385727e-11,2.1210152165010183,43661,1.039547619047619,9,2019,Fall
2019-10-14,34.0,10.0,20.0,33,79.2473256279903,0.679742370807624,0.04054421464960123,0.00667732762199465,3.185582385822658e-11,1.7071585888910634,35142,0.8367142857142857,10,2019,Fall
2019-11-19,24.0,2.0,11.0,268,643.5843414636788,5.5203319811043405,0.32926816745736753,0.05422799402104746,2.5870790284862803e-10,13.864197024933485,285393,6.795071428571428,11,2019,Fall
2019-12-24,20.0,0.0,8.0,1523,3657.3841494372496,31.37114032545489,1.8711769367073536,0.3081687869181167,1.470194537456942e-09,78.78795548124515,1490213,35.48126190476191,12,2019,Winter
2020-02-01,24.0,-6.0,9.0,2443,5866.7035305812215,50.32153369342501,3.0015004966356305,0.4943245872888766,2.3582962935044713e-09,126.38146765638994,2351266,55.98252380952381,2,2020,Winter
2020-05-10,40.0,11.0,27.0,1210,2905.735273026311,24.92388692961288,1.4866212038187117,0.24483534613980382,1.1680468748016414e-09,62.59581492600566,0,0.0,5,2020,Spring
2020-06-23,42.0,22.0,32.0,22,52.8315504186602,0.453161580538416,0.027029476433067485,0.004451551747996433,2.123721590548439e-11,1.1381057259273757,0,0.0,6,2020,Summer
2020-07-27,44.0,24.0,34.0,11,26.4157752093301,0.226580790269208,0.013514738216533742,0.0022257758739982164,1.0618607952742195e-11,0.5690528629636878,0,0.0,7,2020,Summer
2020-09-06,38.0,13.0,27.0,4,9.6057364397564,0.08239301464334836,0.004914450260557725,0.0008093730450902606,3.8613119828153436e-12,0.2069283138049774,0,0.0,9,2020,Fall
2020-10-10,32.0,8.0,19.0,10,24.014341099391,0.2059825366083709,0.012286125651394312,0.0020234326127256514,9.653279957038359e-12,0.5173207845124435,0,0.0,10,2020,Fall
2020-11-19,28.0,4.0,12.0,4,9.6057364397564,0.08239301464334836,0.004914450260557725,0.0008093730450902606,3.8613119828153436e-12,0.2069283138049774,0,0.0,11,2020,Fall
2020-12-27,14.0,-4.0,6.0,647,1553.7278691305978,13.327070118561597,0.794912329645212,0.13091609004334964,6.245672132203819e-10,33.470654757955096,0,0.0,12,2020,Winter
2021-02-03,25.0,1.0,11.0,1073,2576.7387999646544,22.101926178078198,1.3183012823946096,0.2171143193454624,1.035796939390216e-09,55.50852017818519,0,0.0,2,2021,Winter
2021-03-16,31.0,2.0,16.0,410,984.587985075031,8.445284000943207,0.5037311517071668,0.08296073712175171,3.957844782385727e-10,21.210152165010182,0,0.0,3,2021,Spring
2021-05-09,41.0,16.0,27.0,14,33.6200775391474,0.28837555125171926,0.017200575911952037,0.002832805657815912,1.3514591939853702e-11,0.7242490983174209,0,0.0,5,2021,Spring
2021-06-21,43.0,22.0,34.0,6,14.408604659634602,0.12358952196502254,0.0073716753908365865,0.001214059567635391,5.791967974223015e-12,0.3103924707074661,0,0.0,6,2021,Summer
2021-08-05,43.0,22.0,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,2021,Summer
2021-09-09,42.0,16.0,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,2021,Fall
2021-10-25,32.0,6.0,19.0,12,28.817209319269203,0.24717904393004508,0.014743350781673173,0.002428119135270782,1.158393594844603e-11,0.6207849414149322,0,0.0,10,2021,Fall
2021-12-06,18.0,0.0,8.0,785,1885.1257763021936,16.169629123757115,0.9644608636344535,0.15883946009896363,7.577824766275112e-10,40.60968158422681,0,0.0,12,2021,Winter
2022-03-26,28.0,2.0,15.0,4184,10047.600315985195,86.18309331694239,5.14051497254338,0.8466042051644126,4.038932334024849e-09,216.44701624000635,0,0.0,3,2022,Spring
2022-05-14,37.0,13.0,26.0,30,72.043023298173,0.6179476098251127,0.03685837695418293,0.006070297838176955,2.8959839871115077e-11,1.5519623535373304,0,0.0,5,2022,Spring
2022-06-20,44.0,21.0,34.0,36,86.4516279578076,0.7415371317901353,0.04423005234501952,0.0072843574058123455,3.475180784533809e-11,1.8623548242447965,0,0.0,6,2022,Summer
2022-07-31,44.0,22.0,34.0,11,26.4157752093301,0.226580790269208,0.013514738216533742,0.0022257758739982164,1.0618607952742195e-11,0.5690528629636878,0,0.0,7,2022,Summer
2022-09-03,41.0,20.0,29.0,37,88.8530620677467,0.7621353854509724,0.04545866491015895,0.0074867006670849105,3.5717135841041925e-11,1.914086902696041,0,0.0,9,2022,Fall
2018-02-22,24.0,-11.0,7.0,1729,4152.079576084704,35.614380579587326,2.1242711251260764,0.3498514987402651,1.6690521045719323e-09,89.44476364220148,1601054,38.120333333333335,2,2018,Winter
2018-04-11,27.0,1.0,15.0,1185,2845.6994202778337,24.408930588091952,1.455905889690226,0.2397767646079897,1.1439136749090455e-09,61.30251296472455,1097310,26.126428571428573,4,2018,Spring
2018-06-28,40.0,13.0,27.0,1542,3703.0113975260924,31.762507145010794,1.8945205754450027,0.31201330888229545,1.488535769375315e-09,79.77086497181878,1427892,33.99742857142857,6,2018,Summer
2018-08-14,39.0,13.0,29.0,507,1217.5270937391238,10.443314606044405,0.6229065705256915,0.10258803346519053,4.894212938218448e-10,26.228163774780885,469482,11.178142857142857,8,2018,Summer
2018-09-24,37.0,8.0,24.0,111,266.55918620324013,2.286406156352917,0.13637599473047685,0.02246010200125473,1.0715140752312579e-10,5.742260708088122,102786,2.447285714285714,9,2018,Fall
2018-11-03,19.0,-3.0,8.0,1758,4221.721165272938,36.211729935751606,2.15990088951512,0.35571945331716953,1.6970466164473435e-09,90.94499391728756,1627908,38.75971428571429,11,2018,Fall
2018-12-09,17.0,-11.0,4.0,865,2077.2405050973216,17.817489416624085,1.0627498688456078,0.17502692100076886,8.350087162838181e-10,44.74824786032636,800990,19.071190476190477,12,2018,Winter
2019-01-15,19.0,-9.0,3.0,2437,5852.294925921587,50.19794417145999,2.994128821244794,0.49311052772124125,2.352504325530248e-09,126.07107518568247,2256662,53.73004761904762,1,2019,Winter
2019-02-17,17.0,-9.0,5.0,2040,4898.925584275764,42.020437468107666,2.5063696328844394,0.4127802529960329,1.9692691112358253e-09,105.53344004053847,1889040,44.97714285714286,2,2019,Winter
2019-04-02,26.0,-1.0,14.0,818,1964.3731019301838,16.84937149456474,1.0050050782840547,0.1655167877209583,7.896383004857378e-10,42.316840173117875,757468,18.03495238095238,4,2019,Spring
2019-05-11,33.0,5.0,21.0,136,326.59503895171764,2.8013624978738445,0.16709130885896264,0.02751868353306886,1.3128460741572168e-10,7.035562669369232,125936,2.9984761904761905,5,2019,Spring
2019-06-21,40.0,11.0,28.0,87,208.9247675647017,1.7920480684928268,0.10688929316713051,0.017603863730713168,8.398353562623373e-11,4.500690825258259,80562,1.9181428571428571,6,2019,Summer
2019-07-23,41.0,15.0,31.0,153,367.4194188206823,3.151532810108075,0.18797772246633296,0.030958518974702465,1.476951833426869e-10,7.915008003040385,141678,3.373285714285714,7,2019,Summer
2019-09-12,37.0,8.0,24.0,107,256.9534497634837,2.2040131417095687,0.13146154446991914,0.02165072895616447,1.0329009554031044e-10,5.535332394283145,99082,2.359095238095238,9,2019,Fall
2019-10-06,32.0,3.0,17.0,119,285.7706590827529,2.4511921856396137,0.1462048952515923,0.02407884809143525,1.1487403148875647e-10,6.156117335698077,110194,2.623666666666667,10,2019,Fall
2019-11-18,21.0,-7.0,6.0,345,828.4947679289895,7.106397512988796,0.42387133497310375,0.06980842513903497,3.330381585178234e-10,17.8475670656793,319470,7.606428571428571,11,2019,Fall
2019-12-23,15.0,-6.0,4.0,1604,3851.9003123423167,33.03959887198269,1.9706945544836476,0.3245585910811945,1.5483861051089527e-09,82.97825383579594,1485304,35.364380952380955,12,2019,Winter
2020-01-25,13.0,-12.0,1.0,2467,5924.33794921976,50.8158917812851,3.0309871981989764,0.49918082555941823,2.381464165401363e-09,127.62303753921981,2284442,54.39147619047619,1,2020,Winter
2020-05-04,36.0,6.0,22.0,1232,2958.5668234449713,25.377048510151294,1.513650680251779,0.24928689788780026,1.1892840907071258e-09,63.73392065193304,1140832,27.162666666666667,5,2020,Spring
2020-06-18,39.0,13.0,28.0,76,182.50899235537162,1.5654672782236188,0.09337455495059677,0.015378087856714951,7.336492767349153e-11,3.9316379622945705,70376,1.6756190476190476,6,2020,Summer
2020-07-25,40.0,14.0,29.0,105,252.1505815436055,2.1628166343878945,0.12900431933964027,0.02124604243361934,1.0135943954890276e-10,5.431868237380656,97230,2.315,7,2020,Summer
2020-09-03,35.0,6.0,23.0,92,220.9319381143972,1.8950393367970122,0.11303235599282767,0.018615580037075995,8.88101756047529e-11,4.75935121751448,85192,2.028380952380952,9,2020,Fall
2020-10-03,29.0,-1.0,14.0,38,91.25449617768581,0.7827336391118094,0.04668727747529838,0.0076890439283574755,3.6682463836745764e-11,1.9658189811472853,35188,0.8378095238095238,10,2020,Fall
2020-11-12,24.0,-6.0,9.0,28,67.2401550782948,0.5767511025034385,0.034401151823904075,0.005665611315631824,2.7029183879707405e-11,1.4484981966348418,25928,0.6173333333333333,11,2020,Fall
2020-12-23,15.0,-11.0,3.0,745,1789.0684119046296,15.345698977323632,0.9153163610288763,0.15074572964806104,7.191693567993577e-10,38.540398446177036,689870,16.42547619047619,12,2020,Winter
2021-01-29,17.0,-13.0,1.0,1098,2636.774652713132,22.616882519599127,1.3490165965230954,0.22217290087727654,1.0599301392828117e-09,56.801822139466296,1016748,24.208285714285715,1,2021,Winter
2021-03-15,30.0,-5.0,12.0,499,1198.315620859611,10.278528576757708,0.6130776700045761,0.10096928737501,4.816986698562141e-10,25.81430714717093,462074,11.001761904761905,3,2021,Spring
2021-05-04,36.0,6.0,22.0,63,151.29034892616332,1.2976899806327367,0.07740259160378417,0.012747625460171604,6.081566372934166e-11,3.259120942428394,58338,1.389,5,2021,Spring
2021-06-17,41.0,10.0,29.0,90,216.129069894519,1.8538428294753382,0.1105751308625488,0.018210893514530865,8.687951961334522e-11,4.655887060611992,83340,1.9842857142857142,6,2021,Summer
2021-07-29,41.0,16.0,31.0,26,62.437286858416606,0.5355545951817644,0.03194392669362521,0.005260924793086694,2.5098527888299733e-11,1.345034039732353,24076,0.5732380952380952,7,2021,Summer
2021-09-05,37.0,9.0,24.0,30,72.043023298173,0.6179476098251127,0.03685837695418293,0.006070297838176955,2.8959839871115077e-11,1.5519623535373304,27780,0.6614285714285715,9,2021,Fall
2021-10-23,32.0,-2.0,16.0,63,151.29034892616332,1.2976899806327367,0.07740259160378417,0.012747625460171604,6.081566372934166e-11,3.259120942428394,58338,1.389,10,2021,Fall
2021-12-02,19.0,-10.0,4.0,881,2115.663450856347,18.147061475197475,1.0824076698878389,0.1782644131811299,8.504539642150794e-10,45.57596111554627,815806,19.423952380952382,12,2021,Winter
2022-03-21,25.0,-7.0,12.0,4223,10141.25624627282,86.98642520971504,5.188430862583818,0.8544955923540426,4.076580125857299e-09,218.46456729960488,3910498,93.10709523809524,3,2022,Spring
2022-05-13,35.0,4.0,21.0,80,192.114728795128,1.6478602928669672,0.0982890052111545,0.01618746090180521,7.722623965630687e-11,4.138566276099548,74080,1.7638095238095237,5,2022,Spring
2022-06-17,41.0,10.0,28.0,70,168.100387695737,1.4418777562585963,0.08600287955976019,0.01416402828907956,6.757295969926852e-11,3.6212454915871044,64820,1.5433333333333332,6,2022,Summer
2022-07-24,42.0,12.0,30.0,96,230.53767455415363,1.9774323514403607,0.11794680625338538,0.019424953082166255,9.267148758756825e-11,4.966279531319458,88896,2.1165714285714285,7,2022,Summer
2022-08-30,40.0,7.0,27.0,99,237.74197688397092,2.039227112422872,0.12163264394880369,0.020031982865983948,9.556747157467976e-11,5.12147576667319,91674,2.182714285714286,8,2022,Summer
2014-02-07,22.0,-7.0,10.0,4571,10976.955316531627,94.15461748368634,5.6159880352523395,0.9249110472768953,4.4125142683622336e-09,236.46733060063792,4232746,100.77966666666667,2,2014,Winter
2014-11-02,25.0,2.0,12.0,1032,2478.2800014571512,21.257397777983876,1.267928167223893,0.20881824563328724,9.962184915663587e-10,53.387504961684165,955632,22.75314285714286,11,2014,Fall
